backend,batch,blas,check_ok,compiler,device,device_type,driver,dtype,epoch_act_ms,epoch_biasgrad_ms,epoch_d2h_ms,epoch_delta_ms,epoch_device_total_ms,epoch_gemm_ms,epoch_h2d_ms,epoch_loss_ms,epoch_other_ms,epoch_reg_ms,epoch_update_ms,epoch_wait_ms,epoch_wall_ms,epochs,gflops_gemm,gflops_total,git_bench,git_lib,gpu_energy_j,gpu_power_w,gpu_util_pct,host,id,intensity,iqr_epoch_s,layers,losses_finite,median_epoch_s,mode,n_samples,options,prof_act_ms,prof_batches,prof_biasgrad_ms,prof_bytes_d2h,prof_bytes_h2d,prof_d2h_ms,prof_delta_ms,prof_device_total_ms,prof_epoch_wall_ms,prof_epochs,prof_gemm_ms,prof_h2d_ms,prof_launches,prof_loss_ms,prof_other_ms,prof_reg_ms,prof_unprofiled,prof_update_ms,prof_wait_ms,prof_wall_ms,samples_per_s,seed,steady_epoch_s,steady_samples_per_s,steps_per_s,tag,threads,threads_effective,timestamp,version,workload
syclnn,40,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,0.08959493333333332,0.0267568,0.0018346666666666665,0.0420154,0.44386166666666665,0.1008718,0.001332,0.08757833333333333,0.0037706666666666665,0.007707333333333333,0.08239973333333334,0.2524050666666667,0.8167432666666666,5,0.044693651567422055,0.05523387192399369,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,48971343e10b,1.2191103789126854,2.4278098135255212e-05,17-4-1,True,0.0008212352026021108,train,124,"{""profile"": true}",1.343924,60,0.401352,1164,26784,0.02752,0.630231,6.657925,,15,1.513077,0.01998,873,1.313675,0.05656,0.11561,0,1.235996,3.786076,12.251149,150992.0661061556,1,0.000759928,163173.35326504617,4870.7118098759875,,,16,2026-09-06T14:01:16+00:00,0.2.0,monk
syclnn,124,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,0.03582213333333333,0.0,0.001208,0.0,0.05938746666666667,0.019299999999999998,0.0030573333333333333,0.0,0.0,0.0,0.0,0.06999960000000001,0.1276072,5,0.11104436268758176,0.12646719083863478,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,10c8a827ca64,1.354368932038835,1.5425099991261943e-05,17-4-1,True,0.00016080059867817909,infer,124,"{""profile"": true}",0.537332,0,0.0,7440,126480,0.01812,0.0,0.890812,,0,0.2895,0.04586,90,0.0,0.0,0.0,0,0.0,1.049994,1.914108,771141.4075526511,1,,,6218.882318972994,,,16,2026-09-06T14:01:16+00:00,0.2.0,monk
syclnn,40,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,1.2040877333333335,0.20611886666666665,0.003372666666666667,0.6311072000000001,6.6130998,2.853814733333333,0.007076666666666666,0.4622119333333333,0.003539333333333333,0.011343333333333334,1.2304273333333335,5.436031466666666,8.6589692,5,3.445627861548008,3.7571820113486036,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,3ddd5348da75,6.563354603463993,0.0004909519004286274,12-64-64-3,True,0.008358418598072603,train,1000,"{""profile"": true}",18.061316,375,3.091783,62484,180000,0.05059,9.466608,99.196497,,15,42.807221,0.10615,7614,6.933179,0.05309,0.17015,0,18.45641,81.540472,129.884538,119639.85630375028,1,0.008354743,119692.49084023292,2990.996407593757,,,16,2026-09-06T14:01:16+00:00,0.2.0,cup
syclnn,1000,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,0.8244625333333333,0.0,0.0047727333333333335,0.0,1.219234,0.36073793333333337,0.0292608,0.0,0.0,0.0,0.0,1.2250188,1.3290150666666667,5,7.48315660100436,7.870930934363368,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,c50c24072515,9.157562233749674,9.455250110477196e-05,12-64-64-3,True,0.0013513014011550695,infer,1000,"{""profile"": true}",12.366938,0,0.0,180000,720000,0.071591,0.0,18.28851,,0,5.411069,0.438912,120,0.0,0.0,0.0,0,0.0,18.375282,19.935226,740027.3537385642,1,,,740.0273537385641,,,16,2026-09-06T14:01:17+00:00,0.2.0,cup
syclnn,256,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,81.41809606666668,12.086204066666665,0.04871353333333333,36.903090600000006,1210.1189644666667,887.2360744,39.18846006666667,6.559952466666667,0.014724133333333334,0.0,146.66364913333334,1201.9904799333333,1267.3108720666667,5,113.0675115812014,114.54259937809177,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,bbc00dd21e70,57.89303578299346,0.07993677159829526,784-512-256-10,True,1.2775149818015052,train,60000,"{""profile"": true}",1221.271441,3525,181.293061,6430056,571680000,0.730703,553.546359,18151.784467,,15,13308.541116,587.826901,70554,98.399287,0.220862,0.0,0,2199.954737,18029.857199,19009.663081,46966.18110528158,1,1.193818833,50258.88211967921,183.9508759956862,,,16,2026-09-06T14:01:39+00:00,0.2.0,mnist-512-256
syclnn,4096,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,60.20526806666667,0.0,0.5109966666666667,0.0,551.49942,298.11188913333336,192.67126613333332,0.0,0.0,0.0,0.0,453.71132293333335,553.0879034666667,5,89.33421432732212,89.59401553376148,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,7d2562e43e6e,108.72034544069088,0.0012652838995563798,784-512-256-10,True,0.7187033599999267,infer,60000,"{""profile"": true}",903.079021,0,0.0,36000000,2822400000,7.66495,0.0,8272.4913,,0,4471.678337,2890.068992,1590,0.0,0.0,0.0,0,0.0,6805.669844,8296.318552,83483.6781617469,1,,,20.870919540436724,,,16,2026-09-06T14:01:52+00:00,0.2.0,mnist-512-256
syclnn,256,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,177.2293498,32.464266466666665,0.17641433333333334,73.87596613333334,3740.9159862666666,3004.205366733333,39.77802486666667,6.1821307999999995,0.014669466666666665,0.0,406.9897976666667,3725.635447933333,3798.025837933333,5,149.48866946984626,151.1150963342182,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,8ede9afc36b3,75.80495846807432,0.031193875501048574,784-1024-1024-10,True,3.838749799801735,train,60000,"{""profile"": true}",2658.440247,3525,486.963997,22364520,571680000,2.646215,1108.139492,56113.739794,,15,45063.080501,596.670373,70554,92.731962,0.220042,0.0,0,6104.846965,55884.531719,56970.387569,15630.088734384017,1,3.7695183945,15917.152728991678,61.21784754300407,,,16,2026-09-06T14:02:56+00:00,0.2.0,mnist
syclnn,4096,auto,True,AdaptiveCpp 25.10.0 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp / host Clang 18.1.3 $HOME/.local/opt/fnn-rocm/acpp/bin/acpp,AdaptiveCpp OpenMP host device,cpu,1.2,float,136.97542346666665,0.0,0.63085,0.0,1267.0201382666667,944.7132535333333,184.70061126666667,0.0,0.0,0.0,0.0,1173.8167108,1268.7336272666666,5,156.05980073739607,156.40484322690804,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,ws-amd,845be43c9ca1,174.16334549536907,0.020602973400673408,784-1024-1024-10,True,1.4314758761989652,infer,60000,"{""profile"": true}",2054.631352,0,0.0,36000000,2822400000,9.46275,0.0,19005.302074,,0,14170.698803,2770.509169,1590,0.0,0.0,0.0,0,0.0,17607.250662,19031.004409,41914.78249659334,1,,,10.478695624148335,,,16,2026-09-06T14:03:21+00:00,0.2.0,mnist
syclnn,40,auto,True,Clang 22.1.0 /opt/sycl/bin/clang++,AMD Ryzen Threadripper 2950X 16-Core Processor ,cpu,2026.21.6.0.17_160000,float,0.06111326666666667,0.047931266666666666,0.0014093333333333332,0.032175333333333334,0.5022336,0.19669193333333332,0.03649326666666666,0.023873333333333333,0.0011193333333333333,0.013342666666666668,0.08808386666666666,0.08380526666666667,2.423313466666667,5,0.015113876209854516,0.01867822103528228,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,06c179eb2eec,48971343e10b,1.2191103789126854,0.00013801379973301612,17-4-1,True,0.0024284967992571184,train,124,"{""profile"": true}",0.916699,60,0.718969,1164,26784,0.02114,0.48263,7.533504,,15,2.950379,0.547399,873,0.3581,0.01679,0.20014,0,1.321258,1.257079,36.349702,51060.39260085985,1,0.002280659,54370.25000230197,1647.1094387374146,,,16,2026-09-06T11:38:33+00:00,0.2.0,monk
syclnn,124,auto,True,Clang 22.1.0 /opt/sycl/bin/clang++,AMD Ryzen Threadripper 2950X 16-Core Processor ,cpu,2026.21.6.0.17_160000,float,0.028494666666666668,0.0,0.0015326666666666668,0.0,0.21584726666666668,0.03138,0.15443993333333333,0.0,0.0,0.0,0.0,0.28510246666666667,0.4368564,5,0.03666350596580144,0.04175565957216275,7d2a071c4c34ad3209aec7f92f64895d8344121c,v0.2.0-9-gda3d659,,,,06c179eb2eec,10c8a827ca64,1.354368932038835,5.339589988579975e-05,17-4-1,True,0.000487023800087627,infer,124,"{""profile"": true}",0.42742,0,0.0,7440,126480,0.02299,0.0,3.237709,,0,0.4707,2.316599,90,0.0,0.0,0.0,0,0.0,4.276537,6.552846,254607.68031806554,1,,,2053.287744500529,,,16,2026-09-06T11:38:33+00:00,0.2.0,monk
